,Eigenvalues Squared of Minima,Minima Found,Other Info,Parameters
73,0,0,,"[-3110.03303163317, 6465.052373396513, 2535.0853072657355, 0.18676829893836522, 0.9597520057343087, 1.272321481053128, 11.45586359260031, -3.983535036801989, 5.257274996092605, 9.4108458122193, -5.947996699967842, 0.12940328426203074, -90105.30458388469, -79588.16283561007, -219728.92250344864]"
74,0,0,,"[125.77139073203398, -5533.071200792603, 7805.983756450467, 0.4707886929883065, 3.0053109312361346, 3.301201395905781, 4.310937910814438, -4.317603473362208, 7.444514971556007, -7.919255073625508, -6.817544702827172, -7.544999718787649, -132265.20774276837, -143708.79194650578, -85130.8502818998]"
75,"[array([16677447.8657622 ,   611392.27873856,  1350417.78856921]), array([16677447.8657622 ,   611392.27873856,  1350417.78856921])]","[array([-546.38227,  -40.5957 , -626.87955]), array([546.38227,  40.5957 , 626.87955])]",,"[-7524.518710393124, -8497.878556827643, 9073.961744808814, 3.8722855057163836, 1.486725543053411, 2.3015887369992525, 5.639384945140133, 2.684614755727237, -3.9602039830938374, 8.97269999327413, -11.897247817316464, -1.5576222332993375, 20301.060268694273, -115509.71532610047, -306782.38025986793]"
76,"[array([922460.2081059 , 608338.73192676, 490116.8627964 ]), array([922460.2081059 , 608338.73192676, 490116.8627964 ])]","[array([-128.70033,    4.28655, -136.45719]), array([128.70033,  -4.28655, 136.45719])]",,"[7902.861317954557, -7039.508942308252, 3690.9008850947193, 3.2996804007505456, 3.934166548414525, 2.4201063535012186, 8.516648377666659, 6.657656499214816, 11.283066553917816, 8.48598924771034, -2.542408899750333, -9.645382459367193, 146232.84957973077, -114961.01928151042, -244803.96807258477]"
77,0,0,,"[-2840.8852942268804, -2712.483667639478, -4144.805033858157, 5.140910116540103, 2.001215987676673, 5.4157622597942385, 2.113767476946789, 0.6890777745576226, -6.039512192189745, -8.223476515068343, -0.22835702868128038, 1.6806690072071344, -106576.06130455273, -52099.22530182895, -397912.391420932]"
78,0,0,,"[-8814.355144477453, -2462.9338158255523, -3578.3923752496885, 3.8982958156779417, 5.182653069765223, 2.393400934482538, -9.72262507845709, 0.22795873996656546, 1.9864739355443248, -7.763246493017594, -9.51248066137866, -10.896900444824158, -91536.89003012131, -29861.496802019305, -63634.26331878384]"
79,0,0,,"[5957.8519021430275, 3350.4612751472487, 4784.117589883079, 4.700275459040378, 2.9195698115005015, 0.3010540234325115, 5.822705492954793, 6.901347166799294, -4.744828077564007, -6.354591797870742, 7.657639402278662, -11.17033651629256, -20933.124034432898, 68275.94531424422, -94073.46606691717]"
80,"[array([812850.7096538 , 651729.91930602,  61978.65105557]), array([812850.7096538 , 651729.91930602,  61978.65105557])]","[array([-104.19219,   16.71086,  -98.53439]), array([104.19219, -16.71086,  98.53439])]",,"[6838.639316836325, 8240.046284021966, -153.71168323208076, 4.417999008306241, 1.2625943465696505, 5.4608986762989415, -9.598229980121971, 3.7244399641967867, 7.014838132609205, 2.6221995657806065, 7.914098502429638, -0.6142208872148309, -62217.75663030923, 75875.06330600477, -326256.5305542253]"
81,0,0,,"[4031.5586649232428, -3257.4041326964816, 8383.645913961638, 4.5633161471649455, 1.2080023221426013, 2.02604473848179, -0.01942572162453793, -5.738484757250774, -1.3477077440237277, -6.09315090900763, -12.539685032304423, -0.862763157512294, 144434.31210662774, 10199.423312430969, -106301.33328254882]"
82,0,0,,"[6377.973366965893, -6513.087249338394, -7617.314069051422, 5.379970296447404, 0.666626997159805, 5.935273454736928, -8.614862838974123, 8.83747566410296, 11.106568507358748, 1.7789153739631516, -10.295789317849323, -8.41965243709657, -94624.53172490676, 52274.66546708724, -326158.6731586025]"
83,0,0,,"[-116.39001573104724, 2495.6605077214736, -302.5103743005966, 0.27450167783376433, 1.3899402239393626, 4.37593134148526, -6.582706497551081, 5.385325157840439, -1.1644450786747909, -10.480923747707227, -4.980670569836527, -0.17648427230636088, 40080.66182454201, -18362.712969620363, -151242.07888264765]"
84,"[array([ 380795.571061  , 1631271.00691751, 1565985.81580153])]","[array([-158.0596 ,  -13.5318 , -234.43721])]",,"[5538.042967245297, -5208.604589590303, -9406.009328525224, 5.345805256008481, 1.7987354923109562, 1.0167270442901026, -9.934327950824326, 10.488584941166586, 2.3378971335287737, 3.2512532648964747, 6.623028163918153, -4.014617362164193, 86373.99864157508, -148205.5038723482, -231777.28918732627]"
85,"[array([ 285868.67795369, 1024198.86015088,  709464.1051044 ])]","[array([-116.59776,  -36.98239, -113.03695])]",,"[-6521.438997292302, -8396.21932084989, 8864.739920789929, 4.2009909413319635, 0.8676013615907159, 5.104925003166088, -1.5712267293632092, 10.141962476434184, -2.408764990822174, 10.912295307762701, 5.09566213010196, -1.108246535308421, -104372.11168488435, -109881.22295069037, -148602.2334200571]"
86,0,0,,"[8.800757420767695, 6407.270611292133, -783.2649324037448, 4.598834478726829, 2.7897919642522355, 0.9404565788519276, -11.15010767573678, 12.407776909089844, -1.758250084943855, 1.0158873486491515, -11.858339965076864, -3.687013046506051, -105883.05512428528, -99507.86064827486, -192002.92119155702]"
87,"[array([570142.55702258, 179057.13040306, 277176.7337342 ]), array([570142.55702258, 179057.13040306, 277176.7337342 ])]","[array([-68.47658, -81.99761, -87.26693]), array([68.47658, 81.99761, 87.26693])]",,"[9470.298044050269, 6310.21824698837, -9628.618100006834, 5.733167162712617, 1.5553517818684903, 2.188163100997094, 7.672713837590802, 11.058507011319815, -3.4485342667415972, 5.110940326027123, -8.079033941544019, 3.9925533553417267, -139776.60133265826, -73053.84978067629, -79571.25544047204]"
88,"[array([ 180295.62465684,  801542.07790589, 1002291.36947796])]","[array([-141.16965,  -65.36534, -118.1765 ])]",,"[-2593.073303194915, 1355.7349093951452, 9968.678663645213, 2.9272330608489407, 2.9511833171519553, 3.6847091400422043, 6.8683292474286155, 10.249825779918499, 5.606711349022497, -8.189233827883122, -3.328612029966859, -0.5291693304380143, -103573.22073195942, 19519.929768321366, -383587.1546789512]"
89,0,0,,"[3455.3898012727022, 8228.15035408844, 7995.889478261623, 2.065406560791257, 4.272015766999647, 2.760545073327566, -2.0340855555401873, 9.288629083429939, 6.455007193707267, -7.19227629251151, -4.963883448529415, 0.29319256149185335, -22322.457499193275, 101281.77494039419, -240016.61543881582]"
90,0,0,,"[2402.9458820488526, -6908.59267472381, 6227.436041024064, 0.37576632629072604, 5.666041769106717, 2.5926887647234134, -1.3971224424800468, 9.137222123846911, -2.2351392874091527, 3.4764879206487933, -3.3410278154399435, -1.8120770273446336, 15423.820093330665, 129199.88392974023, -324025.76722816227]"
91,0,0,,"[4400.8978709591465, 2216.423480491123, -8463.77309746165, 0.6713892790184567, 4.322525960148273, 5.63688391874415, 9.927572744268303, -4.473656002599052, -3.382713561067037, 6.9056266978400025, -0.8012519655603807, -5.913374874161026, 35621.80691504403, 32153.734745527065, -359269.60841733176]"
92,"[array([ 325257.1549851 , 1033512.13699391, 1296589.19152393]), array([ 325257.1549851 , 1033512.13699391, 1296589.19152393])]","[array([-127.92298,    5.1592 , -219.88082]), array([127.92298,  -5.1592 , 219.88082])]",,"[3939.656631671449, 3271.974972977674, 5884.917590372788, 2.9666540700330866, 1.4245504434358296, 0.3841253065101674, -10.407967969727984, 12.375613973918643, 10.445137152746906, 10.03723849462856, 1.194680459763024, -6.0029752380665, 19314.837732417276, 19116.805294797698, -357823.5758910874]"
93,0,0,,"[4918.866701184597, -8646.066997569611, -4229.659455225401, 3.565981030385989, 4.717739820846951, 1.8914608541018627, 3.503511452570251, -7.759743477307907, 4.457768331458526, -5.072998901791634, -8.77672189074208, -3.0225985248213547, 15381.700630358915, 25687.986923300457, -193734.96669230383]"
94,"[array([1469429.52831463,  448812.865989  ,  576240.7793634 ]), array([1469429.52831463,  448812.865989  ,  576240.7793634 ])]","[array([-167.15148,  176.58962, -208.97304]), array([ 167.15148, -176.58962,  208.97304])]",,"[-6139.2303024424045, 9613.714022680717, -1583.585795055984, 2.982895843526524, 2.646010677848418, 0.7359608847654802, 7.803315169253974, 5.814268163372676, -3.0769797711208753, -11.470866389125336, -5.780412534892795, 6.923938121206117, 13819.393107099197, 80920.95107087359, -350580.9424826039]"
95,"[array([1756878.39623564,  489017.27161284,  415514.95816113])]","[array([-176.47591,   -8.10773, -220.4514 ])]",,"[1583.5978775008552, -3160.4936960713603, 8995.14195454679, 4.168479444111707, 2.839114855641139, 1.8148893700867836, 5.362332717364293, 10.588197312454184, -3.9180813145253834, 1.9167170664360622, -10.97598101672343, 1.6678205081747066, 48093.55373937634, -54048.44566448104, -240610.5767851764]"
96,0,0,,"[-8010.909102333046, 7467.316310361901, -1300.4512567667334, 0.24219016820739803, 5.085337500832827, 1.0320518144687647, -10.233576349660765, -2.4702580953870363, 3.4176955461462466, 3.3109529616341202, 2.470476208744646, -7.417509099276174, -93592.67012284734, 23416.151177732885, -10600.010131849325]"
97,"[array([485710.21890137, 114287.63201228,  76974.47194873]), array([485710.21890137, 114287.63201228,  76974.47194873])]","[array([-82.33806,  14.6405 , -80.21742]), array([ 82.33806, -14.6405 ,  80.21742])]",,"[-3048.279275943227, -101.5007504703608, 819.5144330024086, 4.280586916635832, 5.607421441661998, 4.752865610170219, 12.496803317673685, 9.983679188703817, 1.391334993889874, -11.61240642549239, -5.677523241124479, -6.196679222155546, 24002.287921007723, -11419.221869573608, -57938.819143160654]"
98,0,0,,"[9948.232557476622, -361.1078410903792, -8348.879295219205, 0.7011764513237485, 5.007841031378293, 0.3609881580566525, 5.751413147042584, 0.19266434930135112, -2.2902575936733713, 3.2685104510641345, -1.3246300466986032, -7.858182289426593, -115864.85423014252, -97298.73125644262, -112081.10309300624]"
99,"[array([ 59213.18299684, 296597.49458796, 525988.92338152])]","[array([-134.87702, -103.10292, -106.22324])]",,"[1931.307799378652, -9492.332547163249, -8646.0316105876, 0.7464373225493055, 2.3562613113680273, 2.2458513833616127, 3.477919792627393, -6.318762209766267, -0.5687461273432284, 0.7900074239849317, 0.17670371590129008, 2.348977301778328, -149114.613873469, 57477.79353928496, -85554.66102639312]"
100,"[array([2256811.50339358,  886480.57996083,  354014.22109467]), array([2256811.50339358,  886480.57996083,  354014.22109467])]","[array([-148.58336,  -95.23987, -170.38273]), array([148.58336,  95.23987, 170.38273])]",,"[9959.573983506973, -6563.713269438349, -1606.5149462786121, 5.27494730561901, 3.007245405217584, 4.873004714828555, 3.5918905665496688, 8.666604010271662, 4.641053179225905, 4.636617203451873, -11.518656672046292, -6.761584632773698, -36172.185623323036, -147310.22722403382, -391441.3936029846]"
101,"[array([1826039.56164043,  233456.05794309,  399980.72860768]), array([1826039.56164043,  233456.05794309,  399980.72860768])]","[array([-165.00657,   52.68773, -182.72191]), array([165.00657, -52.68773, 182.72191])]",,"[-7889.096335012831, -9163.154620877898, -7226.636631509653, 4.602043454538345, 2.783172946499361, 2.791214563714551, -10.741629958127087, 12.365473438084187, -5.115694057473984, 7.641320921549731, -5.395673645560743, -0.013103766486768365, 19963.187342283345, 81686.61848731653, -136287.88970695785]"
102,"[array([850036.111049  , 660453.84545783, 523610.15916766])]","[array([-124.77923,  -15.42476, -130.84242])]",,"[7077.420844983488, 4796.974347325129, -246.73289639867835, 3.717868008014894, 1.5716268761004564, 2.6551242861986473, 9.77304456032591, 10.581791486053675, 11.82774130262305, 7.220258978582862, -9.232075683193411, -8.330309597455736, -133391.23087991186, 60334.155924770515, -313505.2639821819]"
103,"[array([4180829.86934181,  437989.62501061, 1755259.77811401]), array([4180829.86934181,  437989.62501061, 1755259.77811401])]","[array([-335.44634, -388.64041, -198.31744]), array([335.44634, 388.64041, 198.31744])]",,"[-4575.791427063032, -4120.4127596832805, -72.46561434591604, 2.7883633891011916, 1.3757861839300323, 3.5087806845321916, -2.6696661738313896, -7.87843651398643, 2.4779484364364457, -0.5074629209815651, 7.794662659980538, -1.9890028826985322, -120178.59783102146, -27663.13356905055, -344472.6685101725]"
104,0,0,,"[5159.473085147143, 8734.8077374065, -3107.629872259863, 1.7080050344256834, 0.835900180480011, 5.145810708958047, -2.00185337577447, 0.4066216580625728, -6.608522028430373, -5.151120709678953, 3.2949514639563944, 2.6830386722435122, 73975.87301874137, -16446.060063317127, -329835.0696655624]"
105,"[array([1549080.7795567 ,  552149.31586046,  211814.76291592])]","[array([-133.83727,  -98.49256, -101.78904])]",,"[3839.638293083299, 6924.363734606657, 1109.9869437642465, 5.407707622308976, 3.536833724744972, 5.250499317940467, 7.960716484097283, 11.32511880573129, 7.722421683071687, -11.47598541496467, 1.413591440829606, -11.384904377744409, -126115.51266168583, -87139.92495571727, -187859.62306054015]"
106,0,0,,"[67.17411185910714, -4648.465457602753, -8526.610505436976, 3.775353298884349, 1.827419675668319, 3.2752389745758874, 5.837185963135202, 3.363971467282182, 1.1897525502326225, 2.131785108758864, 4.720886127948461, -8.342774785600279, 79963.73925028258, -66690.02863199476, -268477.92032575887]"
107,0,0,,"[-395.4565885915963, 7492.5395183581895, -36.628525875492414, 1.6685876517109313, 4.508767347361773, 0.9906001231128803, 9.556619009278265, -1.4644195494723249, 7.063061383129522, 3.7517208740454535, -8.610348300042295, -1.2135969338349923, -74692.77662989117, 16918.450686046068, -329241.4444801167]"
108,0,0,,"[7929.829780692362, 6730.206616417072, -4835.629751194903, 0.13637012294573797, 5.90343141676854, 1.446494619637099, 3.9398084243727034, 0.13838498712726377, 6.55925272554658, 3.7530130827274917, 1.1732291916405124, -9.921112123132419, -68330.8752991516, 78357.38315519103, -16722.81550211698]"
109,"[array([2026290.99432573,  976238.80262128,   85536.00547341])]","[array([ -77.97635, -174.93032, -252.10967])]",,"[2450.701309383703, 2948.03105027783, 7087.281170729748, 3.3175660804481057, 5.332097019218623, 1.0622601870722643, 2.184911038766998, -4.40372860416066, 2.5452409789537374, -4.400879956488167, 0.10838330505394289, 5.167745394544532, -85727.95485949234, -24692.07279707506, -225262.79699755844]"
110,0,0,,"[1218.6151337356387, 2001.0835785488307, -6281.0042254854425, 1.000503098080618, 5.179604540531461, 0.4002985907348694, -2.5033408779126862, 3.9514374366834097, -3.7335912161956513, 5.49910931822955, -7.080366753169388, -1.7103436934211071, -30218.083380298383, -107850.4464948151, -182081.956461548]"
111,0,0,,"[6870.581897289358, 4324.910343921167, -7138.574496547573, 0.3645515869481796, 1.8658460689736591, 2.1156790860051613, -6.548808152522955, 4.22614734964314, 0.9018646850383281, -2.374754650886233, 3.1364376089604153, 2.6207613953621465, 30814.72317532706, -119189.34467548791, -210564.16794157913]"
112,0,0,,"[-946.5566622981642, 3737.3896819357506, 7058.492102251217, 4.111432540222879, 5.438947929037691, 4.488142402593061, -2.3715319113167137, 11.028923668343126, -7.0278075943819625, 10.319451914758321, -12.026041873067884, -4.946579800561156, -82714.60330289812, -21699.17096688508, -349737.7930844871]"
113,"[array([1820324.46102544,  905034.10948863,  246994.80282276])]","[array([ -92.06773, -185.51399, -156.40889])]",,"[-4247.04688555437, -7293.271140125624, -3517.04435430207, 4.910891120308014, 1.614527401022422, 5.721487258886403, -4.761598088617118, 1.1508349638622875, 7.048011834156011, 7.871124696004042, -4.891100507104686, -2.949506613017684, 17732.795359976415, -136826.06477256864, -368069.9747015884]"
114,0,0,,"[-718.9794038134405, -9446.663347357018, 6635.8978645102325, 0.5886852260339102, 4.223501387813565, 5.199042566232142, 1.9028134939445618, 4.702150781609809, 2.3648632747116043, -3.850442333679638, 3.491420927663782, -7.567512116619996, -64197.200195662444, -5020.865718139859, -268302.3498372945]"
